paper,year,survey,method_or_table,band_um,flux_mjy,flux_jy,euclidean_best_jy15_deg2,euclidean_err_jy15_deg2,log10_euclidean_best_jy15_deg2,source_n_galaxies,flux_correction,source_differential_value,source_differential_err,source_differential_unit,standard_unit,notes,source_url
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,1.0,0.001,1.122018,0.5218754680159406,0.05,,,0.05,0.202,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,1.995262,0.001995262,1.059254,0.5926824602329186,0.025,,,0.025,0.24300000000000002,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Glenn et al.,2010,HerMES SDP,Table 4 P(D) spline no FIRAS,500,3.4,0.0034,1.5441777577342444,0.6558613645286878,0.18869729260563803,,,6.36,0.18445866745696718,log10 deg^-2 Jy^-1,Jy^1.5 deg^-2,Table 4 spline model without FIRAS prior; upper-limit first knot omitted; these are P(D) model-fit constraints rather than simple independent source-count bins. Converted from log10 dN/dS [deg^-2 Jy^-1] to S^2.5 dN/dS [Jy^1.5 deg^-2].,https://arxiv.org/abs/1009.5675
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,5.011872,0.005011872,2.754229,0.6532102037234657,0.44,,,0.44,0.10300000000000004,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Glenn et al.,2010,HerMES SDP,Table 4 P(D) spline no FIRAS,500,7.3,0.0073,0.9296236210767099,0.44128310875272775,-0.03169284969886068,,,5.31,0.20615528128088306,log10 deg^-2 Jy^-1,Jy^1.5 deg^-2,Table 4 spline model without FIRAS prior; upper-limit first knot omitted; these are P(D) model-fit constraints rather than simple independent source-count bins. Converted from log10 dN/dS [deg^-2 Jy^-1] to S^2.5 dN/dS [Jy^1.5 deg^-2].,https://arxiv.org/abs/1009.5675
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,10.0,0.01,2.951209,0.6387685258727271,0.47,,,0.47,0.09399999999999997,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,11.0,0.011,0.7099409429178659,0.18331310914147883,-0.14877777695929303,,,7.37,1.903,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,500,11.2,0.0112,2.3298970944849966,0.4326112312949981,0.3673367397881399,,,24.187,4.491,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,13.1,0.013099999999999999,0.9755185792305603,0.20797320159561364,-0.01076445483894321,,,10.127,2.159,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,500,13.8,0.013800000000000002,3.079332716723938,0.5819203848258926,0.4884566162272095,,,31.967,6.041,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Glenn et al.,2010,HerMES SDP,Table 4 P(D) spline no FIRAS,500,15.5,0.0155,2.7341934931185707,0.5327694967861101,0.436829245425729,,,4.961,0.08462416912442922,log10 deg^-2 Jy^-1,Jy^1.5 deg^-2,Table 4 spline model without FIRAS prior; upper-limit first knot omitted; these are P(D) model-fit constraints rather than simple independent source-count bins. Converted from log10 dN/dS [deg^-2 Jy^-1] to S^2.5 dN/dS [Jy^1.5 deg^-2].,https://arxiv.org/abs/1009.5675
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,15.6,0.0156,1.2297294541776767,0.23244063707745055,0.08980957527544196,,,12.766,2.413,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,500,17.0,0.017,3.1614045869228553,0.6899046177988815,0.4998800790803769,,,32.819,7.162,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,18.7,0.018699999999999998,1.7822696507281353,0.2783893249705065,0.25097341180177396,,,18.502,2.89,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,19.952623,0.01995262,1.618622,0.6313563220936401,0.209,,,0.209,0.1694,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,500,20.9,0.0209,1.6486620404395218,0.5828836696873823,0.21713163865555138,,,17.115,6.051,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,22.3,0.0223,1.4991602299363296,0.25710072953158536,0.1758480526336899,,,15.563,2.669,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Oliver et al.,2010,HerMES,Table 2,500,23.8,0.0238,0.9582958967688663,0.8557856004863164,-0.018500371409777224,,,36000000.0,32149028.0,sr^-1 Jy^-1,Jy^1.5 deg^-2,"Oliver HerMES Table 2 direct differential counts; flux_mjy is S_euc, bin limits kept separately; errors are fractional percentages in table. Raw dN/dS converted from sr^-1 Jy^-1 to deg^-2 Jy^-1, then multiplied by S^2.5.",https://arxiv.org/pdf/1005.2184
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,25.4,0.0254,1.6252588672237698,0.0236822730208775,0.21092254417827558,,,1.6252588672237698,0.0236822730208775,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,500,25.8,0.0258,1.6925878301234498,0.6909642311465201,0.22855121392927807,,,17.571,7.173,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,26.6,0.026600000000000002,2.342901440115107,0.3313699923524368,0.3697540193206242,,,24.322,3.44,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,31.2,0.0312,1.5529262766945218,0.0393827934766138,0.19115083861024304,,,1.5529262766945218,0.0393827934766138,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,31.7,0.0317,1.5055179100221612,0.2845543480840402,0.17768592635660233,,,15.629,2.954,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,500,31.8,0.0318,2.3168927488548867,0.9458494054966794,0.36490593035511715,,,24.052,9.819,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Glenn et al.,2010,HerMES SDP,Table 4 P(D) spline no FIRAS,500,33.2,0.0332,0.6513961828025355,0.1506349550504446,-0.1861547907399091,,,3.511,0.10043032410581976,log10 deg^-2 Jy^-1,Jy^1.5 deg^-2,Table 4 spline model without FIRAS prior; upper-limit first knot omitted; these are P(D) model-fit constraints rather than simple independent source-count bins. Converted from log10 dN/dS [deg^-2 Jy^-1] to S^2.5 dN/dS [Jy^1.5 deg^-2].,https://arxiv.org/abs/1009.5675
Oliver et al.,2010,HerMES,Table 2,500,37.5,0.0375,0.9124846967661014,0.512049472785548,-0.03977441034082236,,,11000000.0,6172754.7,sr^-1 Jy^-1,Jy^1.5 deg^-2,"Oliver HerMES Table 2 direct differential counts; flux_mjy is S_euc, bin limits kept separately; errors are fractional percentages in table. Raw dN/dS converted from sr^-1 Jy^-1 to deg^-2 Jy^-1, then multiplied by S^2.5.",https://arxiv.org/pdf/1005.2184
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,37.9,0.037899999999999996,1.5072518227728426,0.31431985030407017,0.1781858177453575,,,15.647,3.263,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,38.3,0.0382999999999999,1.2858606004333024,0.0425897204255341,0.10919388947151587,,,1.2858606004333024,0.0425897204255341,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Pearson et al.,2025,SPIRE Dark Field,Table 4 XID,500,39.2,0.039200000000000006,2.114410270969764,1.057205135484882,0.32518925975979573,,,21.95,10.975,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 4 XID simultaneous extraction; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,44.668359,0.04466836,0.4435,0.08169571909942874,-0.353,,,-0.353,0.08,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,45.2,0.045200000000000004,1.6431713167290312,0.3673968461721494,0.21568284525574136,,,17.058,3.814,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,47.0,0.047,0.6274128133704735,0.0204829203384811,-0.20244661614629517,,,0.6274128133704735,0.0204829203384811,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Clements et al.,2010,H-ATLAS,Table 1,500,48.0,0.048,0.5787730975947463,0.09138522593601257,-0.2374916638655155,50.0,0.84,1900.0,300.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Clements et al.,2010,H-ATLAS,Table 1,500,52.0,0.052,0.39600264572272115,0.04569261296800629,-0.4023019125115077,76.0,0.83,1300.0,150.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,54.0,0.054,0.6356716800970146,0.2595089416853095,-0.19676713645622187,,,6.599,2.694,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Clements et al.,2010,H-ATLAS,Table 1,500,56.0,0.056,0.33507916176537944,0.06092348395734171,-0.4748525796601194,43.0,0.82,1100.0,200.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,57.8,0.0578,0.1223628597957288,0.022391442029459,-0.9123503814831199,,,0.1223628597957288,0.022391442029459,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Oliver et al.,2010,HerMES,Table 2,500,58.9,0.0589,0.41035804754439836,0.3457007768517824,-0.38683704519466555,,,1600000.0,1347899.1,sr^-1 Jy^-1,Jy^1.5 deg^-2,"Oliver HerMES Table 2 direct differential counts; flux_mjy is S_euc, bin limits kept separately; errors are fractional percentages in table. Raw dN/dS converted from sr^-1 Jy^-1 to deg^-2 Jy^-1, then multiplied by S^2.5.",https://arxiv.org/pdf/1005.2184
Clements et al.,2010,H-ATLAS,Table 1,500,60.0,0.06,0.23150923903789852,0.06092348395734171,-0.6354316725375531,19.0,0.82,760.0,200.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Clements et al.,2010,H-ATLAS,Table 1,500,63.0,0.063,0.17667810347629098,0.04569261296800629,-0.7528172712554072,16.0,0.84,580.0,150.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,64.5,0.0645,0.6792121558363464,0.30372371682768406,-0.167994550141302,,,7.051,3.153,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Clements et al.,2010,H-ATLAS,Table 1,500,70.0,0.07,0.17667810347629098,0.030461741978670857,-0.7528172712554072,26.0,0.89,580.0,100.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Glenn et al.,2010,HerMES SDP,Table 4 P(D) spline no FIRAS,500,71.0,0.071,0.09509241385393574,0.0356229865957083,-1.0218541282023117,,,1.85,0.162692962355475,log10 deg^-2 Jy^-1,Jy^1.5 deg^-2,Table 4 spline model without FIRAS prior; upper-limit first knot omitted; these are P(D) model-fit constraints rather than simple independent source-count bins. Converted from log10 dN/dS [deg^-2 Jy^-1] to S^2.5 dN/dS [Jy^1.5 deg^-2].,https://arxiv.org/abs/1009.5675
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,71.0,0.071,0.1247987000928505,0.0174366254871152,-0.9037899382548941,,,0.1247987000928505,0.0174366254871152,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Pearson et al.,2025,SPIRE Dark Field,Table 3 SUSSEXtractor,500,77.0,0.077,0.17522151630496585,0.17522151630496585,-0.7564125657548608,,,1.819,1.819,10^7 mJy^1.5 sr^-1,Jy^1.5 deg^-2,"Pearson Dark Field I Table 3 SUSSEXtractor; differential unit is mJy^1.5 sr^-1 x 10^7. Multiplied by 1e7, converted mJy^1.5 to Jy^1.5 using (1e-3)^1.5, then sr^-1 to deg^-2.",https://academic.oup.com/mnras/article/539/1/336/8108280
Clements et al.,2010,H-ATLAS,Table 1,500,82.0,0.082,0.11270844532108217,0.030461741978670857,-0.9480435407513494,13.0,1.0,370.0,100.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Oliver et al.,2010,HerMES,Table 2,500,85.9,0.0859,0.1515184366835344,0.09919540500113216,-0.8195345192226458,,,230000.0,150575.36,sr^-1 Jy^-1,Jy^1.5 deg^-2,"Oliver HerMES Table 2 direct differential counts; flux_mjy is S_euc, bin limits kept separately; errors are fractional percentages in table. Raw dN/dS converted from sr^-1 Jy^-1 to deg^-2 Jy^-1, then multiplied by S^2.5.",https://arxiv.org/pdf/1005.2184
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,87.2,0.0872,0.1276757660167131,0.014869474823436,-0.893891527826575,,,0.1276757660167131,0.014869474823436,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Clements et al.,2010,H-ATLAS,Table 1,500,95.0,0.095,0.05787730975947463,0.030461741978670857,-1.2374916638655156,3.0,1.0,190.0,100.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Varnish et al.,2025,SPIRE Dark Field II,Table 4 P(D) best-fit spline,500,100.0,0.1,0.04365158,0.008040918191490963,-1.36,,,-1.36,0.08,log10 Jy^1.5 deg^-2,Jy^1.5 deg^-2,"Euclidean-normalised differential counts S^2.5 dN/dS in log10 units Converted published log10 lower/upper bounds into a conservative symmetric log error with 0.08 dex floor; treat as a P(D) sensitivity constraint, not fully independent bins.",https://arxiv.org/abs/2504.08076
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,107.2,0.1072,0.0457663262147941,0.010748823313808,-1.339453948151215,,,0.0457663262147941,0.010748823313808,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,131.7,0.1316999999999999,0.0383374806561436,0.0088738817718278,-1.416376430140393,,,0.0383374806561436,0.0088738817718278,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Clements et al.,2010,H-ATLAS,Table 1,500,150.0,0.15,0.0426464387701392,0.015230870989335428,-1.3701172291401065,7.0,1.0,140.0,50.0,gal sr^-1 Jy^1.5,Jy^1.5 deg^-2,Corrected from Clements H-ATLAS Table 1 actual rows; fluxes are after paper flux correction. Converted from Jy^1.5 sr^-1 to Jy^1.5 deg^-2.,https://arxiv.org/pdf/1005.2409
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,161.8,0.1618,0.0488081089445991,0.0108896085060958,-1.3115080186257038,,,0.0488081089445991,0.0108896085060958,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
Oliver et al.,2010,HerMES,Table 2,500,166.2,0.1662,0.044593918531921836,0.027626643288980946,-1.3507243638912774,,,13000.0,8053.7072,sr^-1 Jy^-1,Jy^1.5 deg^-2,"Oliver HerMES Table 2 direct differential counts; flux_mjy is S_euc, bin limits kept separately; errors are fractional percentages in table. Raw dN/dS converted from sr^-1 Jy^-1 to deg^-2 Jy^-1, then multiplied by S^2.5.",https://arxiv.org/pdf/1005.2184
Valiante et al.,2016,H-ATLAS DR1,Table 9 area-weighted GAMA9/12/15,500,198.7,0.1987,0.031741380377592,0.0099175643203036,-1.4983741904565469,,,0.031741380377592,0.0099175643203036,Jy^1.5 deg^-2,Jy^1.5 deg^-2,Area-weighted average of GAMA9/GAMA12/GAMA15 from Valiante Tables 5/8/9. Quoted errors do not include flux-bin correlations; field_scatter is kept as a sanity check. Added as the area-weighted H-ATLAS DR1 GAMA9/GAMA12/GAMA15 curve; use as wide-area bright-end counts.,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.3146V/abstract
